customer_id,customer_name,age,employment_status,length_of_employment_years,annual_income,housing_status,city,state,join_date
CUST001117,Rahul Mehta,68,Employed,0.64,120611.59,Own,Indianapolis,Indiana,2015-05-04
CUST001118,John Miller,39,Self-Employed,0.87,155292.9,Rent,Memphis,TN,28/01/2016
CUST001119,Anil Williams,42,Self-Employed,7.98,39696.08,Rent,Cleveland,OH,2018-03-08
CUST001120,Jennifer Gonzalez,52,Employed,0.52,96829.7,Rent,Washington,DC,06/01/2017
CUST001121,Susan Martinez,53,Employed,8.0,94773.14,Mortgage,Cleveland,OH,2021-05-20
CUST001122,John Brown,54,Retired,0.0,114010.7,Rent,Denver,CO,2018-07-28
CUST001123,David Rodriguez,47,EMPLOYED,5.67,80758.13,Mortgage,Denver,CO,28/12/2018
CUST001124,Linda Nair,26,Employed,4.88,18666.79,Own,Los Angeles,CA,2017-02-03
CUST001125,Barbara Sharma,59,Employed,0.52,54543.1,Own,Louisville,KY,2016-08-22
CUST001126,Barbara Miller,26,Self-Employed,5.48,29928.77,Rent,Seattle,Washington,2016-08-29
CUST001127,Amit Shah,43,Employed,2.97,53020.64,Rent,New York,NY,2019-05-28
CUST001128,Mary Martinez,30,Employed,6.14,107796.72,Own,Cleveland,OH,2018-03-09
CUST001129,Sunita Mehta,39,Self-Employed,9.02,71904.24,Rent,Houston,TX,04/06/2016
CUST001130,William Sharma,43,Self-Employed,0.2,119235.35,Rent,Omaha,NE,2021-03-17
CUST001131,Neha Wilson,43,Employed,5.22,73500.86,mortgage,Miami,FL,2015-04-21
CUST001132,Deepa Reddy,45,Employed,0.55,27474.25,Rent,Denver,CO,2020-06-16
CUST001133,Mary Martinez,59,Employed,2.38,15000.0,Own,Charlotte,NC,2018-04-19
CUST001134,Richard Williams,45,Employed,0.06,65465.94,Rent,Omaha,NE,2017-08-27
CUST001135,Mary Davis,37,Employed,1.99,52661.72,Rent,Washington,DC,2020-04-20
CUST001136,Amit Shah,51,Employed,0.93,33317.32,Mortgage,Charlotte,NC,2021-03-19
CUST001137,Arjun Wilson,54,Employed,4.06,21582.19,Rent,Fort Worth,TX,2021-06-24
CUST001138,Arjun Shah,25,Employed,3.59,38528.52,Own,Arlington,TX,2018-07-14
CUST001139,Priya Sharma,47,RETIRED,0.0,53279.4,Rent,San Francisco,CA,2020-06-03
CUST001140,Amit Singh,48,Employed,5.11,89279.46,own,Dallas,TX,2016-12-26
CUST001141,Deepa Anderson,36,employed,6.27,67048.98,Rent,San Antonio,TX,2019-03-29
CUST001142,Lisa Patel,56,Employed,0.49,157131.82,Mortgage,Chicago,IL,2021-09-17
CUST001143,William Martinez,38,employed,0.14,32165.11,Rent,Nashville,TN,2020-04-03
CUST001144,David Rodriguez,41,Unemployed,0.0,101583.39,mortgage,Baltimore,MD,25/08/2018
CUST001145,Joseph Sharma,37,Employed,2.78,61597.67,Rent,Chicago,IL,2021-05-19
CUST001146,Rahul Martinez,40,Unemployed,0.0,90835.14,MORTGAGE,Raleigh,NC,2021-01-23
CUST001147,Patricia Jones,26,Employed,0.18,46078.01,Mortgage,Boston,MA,2015-08-18
CUST001148,Neha Martinez,22,Unemployed,0.0,113892.26,Mortgage,Dallas,TX,2015-09-14
CUST001149,Anil Garcia,59,Employed,14.11,71477.28,Rent,Philadelphia,PA,16/10/2016
CUST001150,David Nair,29,Employed,5.93,39828.3,Mortgage,Denver,CO,2015-04-15
CUST001151,Charles Garcia,28,Employed,2.63,59443.74,Mortgage,Oklahoma City,OK,2015-02-16
CUST001152,Susan Nair,22,Employed,11.74,51858.1,RENT,Portland,OR,2021-05-17
CUST001153,Barbara Garcia,14,Employed,4.46,,Rent,Jacksonville,FL,2017-07-15
CUST001154,Sarah Brown,24,Employed,6.86,29499.66,OWN,Fort Worth,TX,2016-07-21
CUST001155,Robert Hernandez,59,Self-Employed,2.82,58828.93,Mortgage,Dallas,TX,13/01/2020
CUST001156,William Anderson,52,employed,2.82,75900.94,Own,Fresno,CA,2019-04-02
CUST001157,Thomas Lopez,31,Employed,0.35,61072.32,rent,Boston,MA,22/06/2017
CUST001158,Susan Miller,67,Employed,6.62,134344.78,Rent,Tucson,AZ,08/07/2021
CUST001159,Robert Mehta,51,Self-Employed,0.52,95264.61,Rent,Minneapolis,MN,2020-09-20
CUST001160,Priya Lopez,36,Employed,7.23,59606.0,Rent,Seattle,WA,2020-01-25
CUST001161,Barbara Lopez,22,Employed,1.06,68187.29,Mortgage,Austin,TX,2015-05-22
CUST001162,Deepa Singh,67,Employed,1.42,71496.18,MORTGAGE,San Francisco,CA,2018-02-13
CUST001163,David Singh,23,Unemployed,0.0,76265.79,Mortgage,Atlanta,GA,2018-02-09
CUST001164,Lisa Brown,22,Self-Employed,3.19,20022.37,Own,Denver,CO,2019-12-18
CUST001165,Mary Gonzalez,52,Employed,0.67,49965.31,Rent,El Paso,TX,12/06/2021
CUST001166,Kiran Rao,69,Employed,11.77,24571.35,Mortgage,San Diego,CA,2016-09-17
CUST001167,Barbara Anderson,56,Employed,3.01,128922.74,Rent,Milwaukee,WI,2015-01-06
CUST001168,Priya Jones,46,Employed,0.7,57727.58,Rent,Phoenix,AZ,2019-11-24
CUST001169,James Reddy,47,employed,2.48,53316.2,Rent,San Jose,CA,2018-02-25
CUST001170,Pooja Hernandez,50,Employed,4.45,102547.19,MORTGAGE,Charlotte,NC,2017-03-27
CUST001171,Charles Sharma,49,employed,2.25,77141.36,Own,Louisville,KY,2020-05-09
CUST001172,Charles Rao,43,Employed,12.91,30418.9,Mortgage,Sacramento,CA,2016-01-24
CUST001173,Barbara Patel,41,EMPLOYED,1.57,57380.33,Mortgage,Boston,MA,2019-01-20
CUST001174,Deepa Hernandez,39,Employed,0.97,48966.9,Own,Philadelphia,PA,2015-05-31
CUST001175,Linda Reddy,30,Employed,1.25,,OWN,Louisville,KY,2018-10-02
CUST001176,Sneha Johnson,130,Employed,0.44,39570.31,Rent,New York,NY,2019-10-29
CUST001177,William Mehta,22,Unemployed,0.0,53630.64,Rent,San Francisco,CA,2019-11-16
CUST001178,Linda Martinez,38,SELF-EMPLOYED,10.53,55883.78,Rent,Fresno,California,2021-11-06
CUST001179,Mary Gonzalez,28,Employed,1.82,24603.92,Own,San Diego,CA,2018-01-11
CUST001180,Joseph Anderson,26,Employed,1.49,119491.36,Rent,Milwaukee,WI,2017-10-10
CUST001181,Neha Williams,42,Employed,9.08,56316.24,Rent,Boston,MA,2018-09-25
CUST001182,Priya Johnson,56,Employed,1.83,61238.53,rent,San Francisco,CA,2019-03-07
CUST001183,Richard Patel,51,Retired,0.0,76144.26,Mortgage,Raleigh,NC,2015-06-14
CUST001184,Amit Davis,22,Employed,0.16,37315.13,Rent,Memphis,TN,2017-08-29
CUST001185,Karen Miller,28,Unemployed,0.0,78732.68,Rent,Boston,MA,2018-10-30
CUST001186,Mary Williams,51,Employed,0.7,48038.36,Mortgage,San Antonio,TX,2018-12-24
CUST001187,Deepa Mehta,28,unemployed,0.0,34963.11,Mortgage,Charlotte,NC,11/10/2015
CUST001188,Jennifer Kumar,37,Self-Employed,2.82,84462.97,Rent,Atlanta,GA,2021-12-13
CUST001189,Vikram Miller,46,Self-Employed,1.62,146532.76,Rent,Los Angeles,CA,2016-01-09
CUST001190,Kiran Hernandez,28,Employed,0.91,,Rent,Arlington,TX,2015-06-10
CUST001191,Pooja Johnson,41,Unemployed,0.0,104170.74,Own,Sacramento,CA,2017-11-25
CUST001192,Rahul Gonzalez,23,Employed,7.66,43810.19,Mortgage,Oklahoma City,OK,2021-01-01
CUST001193,Barbara Nair,32,Retired,0.0,22958.15,Mortgage,Arlington,TX,2020-07-23
CUST001194,Ramesh Lopez,43,Self-Employed,1.44,146397.75,Rent,Charlotte,NC,2015-07-02
CUST001195,Anjali Lopez,22,Employed,1.53,205398.84,Rent,Phoenix,Arizona,25/07/2016
CUST001196,James Martinez,45,Retired,0.0,151098.02,own,Milwaukee,WI,2015-08-16
CUST001197,Neha Lopez,39,Unemployed,0.0,48948.72,Rent,Nashville,TN,2017-06-04
CUST001198,Lisa Anderson,46,Self-Employed,6.78,29948.05,Rent,Portland,OR,2015-08-28
CUST001199,Jennifer Miller,42,Employed,0.01,31589.83,Own,San Diego,CA,2019-05-27
CUST001200,Deepa Reddy,56,Retired,0.0,21802.08,Mortgage,Dallas,TX,2018-10-11
CUST001201,Sunita Anderson,41,Self-Employed,8.1,56138.26,Own,Chicago,IL,2015-12-22
CUST001202,Charles Garcia,34,Self-Employed,9.52,156906.72,Mortgage,Chicago,IL,2021-07-29
CUST001203,Ramesh Reddy,41,Retired,0.0,54995.27,Own,Nashville,TN,2019-08-14
CUST001204,Sunita Jones,46,Employed,15.89,71782.34,Rent,Miami,FL,2021-01-29
CUST001205,Jennifer Jones,40,Employed,1.79,136674.6,Rent,San Diego,CA,2016-02-02
CUST001206,Jessica Martinez,40,Employed,11.05,46983.08,Mortgage,San Antonio,TX,2021-10-21
CUST001207,Sneha Kumar,31,Employed,2.74,203072.61,Own,Indianapolis,IN,2017-10-21
CUST001208,Arjun Williams,32,self-employed,4.13,197848.46,Mortgage,Fresno,CA,2017-08-17
CUST001209,Anjali Williams,23,Employed,5.15,55344.53,Mortgage,Dallas,Texas,2021-04-03
CUST001210,James Wilson,60,Employed,0.71,42339.66,Rent,Memphis,TN,2015-09-23
CUST001211,Karen Wilson,25,Employed,0.19,90975.26,Mortgage,Milwaukee,WI,2017-01-04
CUST001212,Susan Singh,31,Employed,2.78,48605.16,Own,Boston,MA,2015-06-20
CUST001213,Anil Nair,31,Employed,0.87,29913.55,Mortgage,Fresno,CA,2015-02-17
CUST001214,William Miller,50,Employed,3.98,129151.73,Rent,Portland,OR,2018-12-31
CUST001215,Susan Gonzalez,36,Employed,3.02,124227.33,Own,Raleigh,NC,2018-06-10
CUST001216,Charles Singh,54,self-employed,0.65,65729.75,Mortgage,San Jose,CA,27/11/2016
CUST001217,Kiran Johnson,31,Unemployed,0.0,28065.07,Rent,Portland,OR,2021-05-30
CUST001218,Lisa Patel,43,Employed,0.1,28632.11,Own,San Antonio,TX,2015-01-12
CUST001219,Lisa Sharma,29,Employed,0.68,63852.92,Own,Miami,FL,2020-09-08
CUST001220,Anil Davis,65,Employed,6.02,44359.29,Rent,Arlington,TX,2021-12-06
CUST001221,Mary Smith,25,Employed,3.75,48793.1,rent,Portland,OR,2015-12-19
CUST001222,Barbara Rodriguez,43,Retired,0.0,110544.99,Rent,Seattle,WA,2019-06-14
CUST001223,Lisa Shah,47,employed,0.99,92958.42,Mortgage,Chicago,IL,2015-02-26
CUST001224,Sneha Brown,44,Employed,5.14,136883.52,Mortgage,Boston,MA,2016-12-08
CUST001225,Charles Wilson,37,Employed,1.15,33045.02,Mortgage,Columbus,OH,2016-07-06
CUST001226,Susan Sharma,38,Retired,0.0,48731.7,Rent,Baltimore,MD,2015-02-06
CUST001227,Sarah Smith,40,Employed,10.17,94408.75,Mortgage,Baltimore,MD,2020-09-14
CUST001228,Linda Rao,38,Employed,0.71,78342.62,Mortgage,Indianapolis,IN,2019-02-01
CUST001229,Karen Sharma,51,Employed,9.8,150155.73,MORTGAGE,Boston,MA,2015-12-22
CUST001230,John Gupta,66,Employed,2.12,,Rent,San Antonio,TX,2021-11-08
CUST001231,Rahul Patel,33,Unemployed,0.0,181473.6,MORTGAGE,Boston,MA,2016-02-18
CUST001232,Sneha Patel,23,Employed,0.77,82785.71,Own,Fresno,CA,2016-03-12
CUST001233,Ramesh Rodriguez,38,Self-Employed,0.63,113244.05,Own,Washington,DC,2018-01-13
CUST001234,Sneha Nair,70,Employed,10.03,,Rent,Houston,Texas,2020-04-24
CUST001235,Linda Lopez,30,Employed,4.97,60389.61,RENT,Louisville,KY,2018-12-02
CUST001236,Pooja Reddy,59,Employed,3.09,103421.34,Mortgage,Seattle,WA,2016-08-25
CUST001237,Mary Rodriguez,60,Self-Employed,0.18,157595.5,Mortgage,Fort Worth,TX,2018-01-31
CUST001238,David Patel,33,Employed,12.75,92738.8,Own,San Diego,CA,2015-10-17
CUST001239,Patricia Jones,46,Employed,2.36,56959.57,own,Milwaukee,Wisconsin,2021-02-07
CUST001240,Priya Anderson,59,Employed,2.69,136817.2,Mortgage,Philadelphia,PA,2020-09-23
CUST001241,William Lopez,35,self-employed,1.71,16071.66,Mortgage,Columbus,OH,2016-08-30
CUST001242,David Johnson,37,Unemployed,0.0,25505.75,Rent,Omaha,NE,2016-09-07
CUST001243,Karen Lopez,33,Unemployed,0.0,90127.49,Mortgage,Los Angeles,CA,2015-06-11
CUST001244,Sunita Shah,27,EMPLOYED,0.96,60383.13,Rent,Houston,TX,2017-03-12
CUST001245,Neha Johnson,32,Employed,3.47,86103.75,Rent,El Paso,TX,2019-04-02
CUST001246,Charles Martinez,25,Employed,7.6,62233.24,Own,Indianapolis,IN,2019-05-25
CUST001247,Amit Shah,40,Employed,2.32,84336.28,Own,Dallas,TX,2018-06-26
CUST001248,John Kumar,30,Unemployed,0.0,,Rent,Cleveland,OH,2019-11-20
CUST001249,Richard Rao,42,Self-Employed,1.81,84313.03,Rent,Columbus,OH,24/08/2017
CUST001250,Susan Rao,22,Self-Employed,6.36,108732.79,Mortgage,Phoenix,AZ,2018-10-13
CUST001251,Michael Gupta,43,Employed,5.52,124533.54,Own,Sacramento,CA,2017-09-12
CUST001252,David Singh,50,Unemployed,0.0,200412.41,Rent,Columbus,OH,2015-07-25
CUST001253,Priya Hernandez,22,Retired,0.0,69317.94,Own,Raleigh,NC,2015-01-08
CUST001254,Lisa Rodriguez,44,Employed,0.85,70569.03,Own,Columbus,OH,2019-05-08
CUST001255,Rahul Brown,54,Employed,10.95,24006.9,Rent,Charlotte,NC,2020-05-11
CUST001256,Neha Jones,25,Employed,4.41,43527.72,Rent,El Paso,Texas,2020-12-02
CUST001257,James Jones,60,EMPLOYED,2.41,53324.48,Rent,San Jose,CA,2019-03-16
CUST001258,Amit Martinez,45,Unemployed,0.0,112441.88,Own,Omaha,NE,2018-03-17
CUST001259,Rahul Rao,31,employed,7.65,41497.95,Mortgage,New York,NY,2020-08-27
CUST001260,Kiran Wilson,39,Employed,3.56,96548.81,Rent,Seattle,WA,2020-01-10
CUST001261,Arjun Garcia,46,Employed,0.8,59815.91,Rent,San Jose,CA,2015-09-12
CUST001262,Michael Miller,40,Employed,12.72,53836.08,mortgage,Dallas,TX,2016-07-12
CUST001263,Barbara Kumar,46,Employed,0.56,69517.68,Rent,Fresno,CA,2021-04-15
CUST001264,Joseph Miller,28,Retired,0.0,47349.25,Own,San Francisco,CA,2018-10-14
CUST001265,Amit Singh,42,Employed,4.72,46285.21,Own,Jacksonville,FL,2020-10-14
CUST001266,Linda Wilson,23,Self-Employed,34.46,21528.4,Mortgage,San Diego,CA,2021-10-21
CUST001267,Anil Williams,38,Self-Employed,0.76,51597.45,Rent,Los Angeles,CA,2020-09-17
CUST001268,Linda Jones,29,Employed,4.75,44892.19,Rent,Dallas,TX,07/01/2016
CUST001269,Mary Sharma,31,Retired,0.0,43932.58,Rent,New York,New York,2015-03-28
CUST001270,Neha Martinez,54,Employed,1.49,76889.44,Own,Washington,DC,2016-10-04
CUST001271,Rahul Jones,53,Self-Employed,14.25,88892.15,Rent,Indianapolis,IN,2020-04-03
CUST001272,Deepa Gupta,47,Self-Employed,7.82,68824.61,Mortgage,Raleigh,NC,2016-04-26
CUST001273,Amit Rao,26,Employed,7.5,108798.1,Own,Oklahoma City,OK,2016-10-31
CUST001274,Arjun Garcia,36,Employed,11.47,84570.19,Mortgage,Los Angeles,CA,2018-01-30
CUST001275,Lisa Smith,54,Self-Employed,6.46,50159.65,Own,Jacksonville,FL,2018-10-22
CUST001276,Linda Davis,41,Employed,3.53,45355.48,Mortgage,San Francisco,CA,14/11/2016
CUST001277,William Nair,67,Employed,2.48,72235.97,Mortgage,Houston,TX,2021-12-14
CUST001278,Barbara Nair,44,Self-Employed,6.09,84479.17,Own,Dallas,Texas,2015-01-14
CUST001279,Joseph Martinez,42,Self-Employed,4.62,138511.22,Mortgage,Portland,OR,2021-11-27
CUST001280,William Miller,36,Employed,3.91,122357.68,Mortgage,Tucson,AZ,2016-12-19
CUST001281,William Williams,41,Employed,4.45,43265.73,Mortgage,San Diego,CA,2017-08-01
CUST001282,Ramesh Nair,38,Employed,5.33,56319.51,Mortgage,Phoenix,AZ,2017-10-11
CUST001283,Linda Williams,48,employed,17.32,89555.22,Rent,Atlanta,GA,2019-03-18
CUST001284,Mary Rao,51,Employed,7.0,113640.89,Own,Baltimore,MD,20/12/2017
CUST001285,Sneha Rao,30,Retired,0.0,105175.08,Mortgage,Boston,MA,2016-11-05
CUST001286,Ramesh Johnson,24,Employed,3.14,57622.78,Rent,Minneapolis,MN,2017-01-29
CUST001287,Richard Brown,22,Employed,5.67,28214.36,Rent,Raleigh,NC,2019-10-14
CUST001288,Robert Mehta,46,Self-Employed,0.97,32880.6,Rent,San Antonio,TX,2015-02-21
CUST001289,Pooja Patel,26,Employed,13.49,70514.96,Own,Baltimore,MD,2015-01-28
CUST001290,Patricia Sharma,22,Employed,0.4,73521.66,Own,Minneapolis,MN,2019-04-09
CUST001291,Linda Rodriguez,44,Self-Employed,4.72,30970.56,Mortgage,Charlotte,NC,2019-02-09
CUST001292,Robert Williams,69,Self-Employed,18.64,61496.88,Rent,Arlington,TX,2020-03-31
CUST001293,Lisa Mehta,39,self-employed,6.51,87442.32,Mortgage,Chicago,IL,11/11/2020
CUST001294,James Rao,50,Self-Employed,5.65,30009.34,mortgage,Tucson,AZ,2018-03-06
CUST001295,Michael Brown,40,Employed,29.8,116191.89,Rent,Nashville,TN,2021-01-19
CUST001296,Jessica Patel,38,Unemployed,0.0,47737.92,Rent,Milwaukee,WI,2019-05-09
CUST001297,Richard Garcia,51,Employed,17.58,127333.88,Rent,Los Angeles,CA,18/10/2015
CUST001298,Neha Smith,36,Employed,6.0,43474.44,Own,Houston,TX,2016-05-16
CUST001299,Jennifer Jones,43,Employed,5.47,32338.85,own,Atlanta,GA,25/05/2021
CUST001300,Karen Patel,43,EMPLOYED,7.19,45484.09,Mortgage,Louisville,KY,2020-05-04
CUST001301,Neha Lopez,31,Employed,1.05,56551.73,Own,Las Vegas,NV,2015-05-07
CUST001302,David Kumar,51,Employed,8.19,47425.34,Rent,San Antonio,TX,15/02/2018
CUST001303,Sarah Kumar,37,Employed,17.56,52596.2,Own,Miami,FL,2015-02-07
CUST001304,John Brown,30,Employed,4.73,73158.17,Own,Baltimore,MD,2018-03-23
CUST001305,James Kumar,46,Self-Employed,0.06,54029.87,Own,Phoenix,AZ,2019-10-16
CUST001306,Jessica Nair,29,Self-Employed,0.37,57545.58,Mortgage,Philadelphia,Pennsylvania,2021-05-21
CUST001307,Richard Martinez,40,Employed,1.34,21471.12,Mortgage,Oklahoma City,OK,2016-01-21
CUST001308,David Rao,39,Employed,3.38,75736.75,Rent,Omaha,NE,2018-06-15
CUST001309,James Reddy,53,EMPLOYED,2.67,56753.81,Rent,San Jose,CA,2020-02-13
CUST001310,Michael Miller,45,Employed,19.37,157341.8,Mortgage,Phoenix,AZ,2019-04-30
CUST001311,Pooja Nair,39,Self-Employed,14.56,34073.01,Own,Dallas,TX,2021-04-10
CUST001312,Sneha Lopez,49,Employed,2.49,20232.04,Rent,Seattle,WA,2020-09-02
CUST001313,Susan Anderson,56,Employed,7.91,86754.81,Rent,Arlington,TX,24/07/2019
CUST001314,Michael Garcia,46,Employed,5.06,73711.66,Own,Raleigh,NC,2016-12-28
CUST001315,Neha Gonzalez,130,Unemployed,0.0,32693.78,Own,Sacramento,California,28/05/2017
CUST001316,Ramesh Miller,24,Employed,13.38,23912.36,Rent,Oklahoma City,Oklahoma,27/01/2017
CUST001317,Pooja Davis,27,Self-Employed,1.5,150608.35,Mortgage,Memphis,TN,2018-03-21
CUST001318,Sunita Brown,36,Employed,10.21,139869.66,Mortgage,Omaha,NE,2016-12-06
CUST001319,Priya Brown,32,Self-Employed,5.08,15000.0,Rent,Tucson,AZ,2016-12-28
CUST001320,Anil Brown,37,Retired,0.0,45481.74,Own,Denver,CO,2019-06-12
CUST001321,Amit Jones,40,Employed,9.11,162513.32,Rent,Milwaukee,WI,2021-11-19
CUST001322,Kiran Rao,46,Unemployed,0.0,,Own,Minneapolis,MN,2015-12-14
CUST001323,Rahul Nair,39,Self-Employed,9.6,44606.4,Own,Omaha,NE,2015-12-08
CUST001324,Charles Singh,45,Self-Employed,4.0,50531.11,Rent,Las Vegas,NV,2020-12-22
CUST001325,Robert Williams,40,Self-Employed,20.88,30560.45,Own,San Antonio,TX,2017-08-17
CUST001326,Priya Sharma,22,Employed,5.39,21528.54,Rent,San Diego,CA,2015-06-08
CUST001327,Linda Gonzalez,28,Employed,2.34,112592.27,Own,Sacramento,CA,2021-04-27
CUST001328,Charles Anderson,38,Retired,0.0,19815.86,Own,Columbus,OH,2019-08-30
CUST001329,Lisa Mehta,25,Employed,3.57,69450.04,OWN,Las Vegas,NV,2015-11-22
CUST001330,Deepa Davis,47,Retired,0.0,101920.43,Rent,Baltimore,MD,2020-12-27
CUST001331,Sunita Martinez,58,Employed,8.96,25065.91,Mortgage,Charlotte,NC,2021-11-27
CUST001332,Ramesh Miller,54,Employed,4.8,34387.18,Mortgage,Portland,OR,2016-01-04
CUST001333,John Sharma,37,Self-Employed,10.29,123983.96,Mortgage,El Paso,TX,2019-08-03
CUST001334,Rahul Garcia,57,Unemployed,0.0,82432.5,Mortgage,Milwaukee,WI,2020-07-29
CUST001335,James Mehta,41,Employed,0.3,41341.77,Own,Louisville,KY,2019-05-08
CUST001336,Kiran Mehta,35,Employed,5.43,123173.52,Rent,Portland,OR,2017-11-01
CUST001337,Michael Gonzalez,32,Self-Employed,7.23,123490.74,rent,San Antonio,TX,2017-10-03
CUST001338,Deepa Kumar,36,Retired,0.0,70363.62,Mortgage,Oklahoma City,OK,2015-10-23
CUST001339,Jennifer Brown,35,Self-Employed,7.37,34888.2,Mortgage,Las Vegas,NV,2015-08-18
CUST001340,Barbara Gonzalez,42,Employed,5.1,46720.15,Rent,Oklahoma City,OK,2020-06-08
CUST001341,Vikram Nair,41,Employed,0.62,71099.25,Mortgage,San Francisco,CA,02/10/2016
CUST001342,Michael Reddy,40,Retired,0.0,53468.24,Rent,Boston,MA,2021-05-04
CUST001343,David Williams,45,Employed,0.58,,Own,San Jose,CA,23/09/2020
CUST001344,Rahul Miller,54,Employed,1.94,23912.0,Mortgage,Atlanta,GA,2020-05-12
CUST001345,Arjun Miller,51,Employed,8.15,24426.94,Rent,Phoenix,AZ,2019-02-03
CUST001346,Vikram Brown,22,Employed,0.53,66737.52,Mortgage,Philadelphia,PA,25/11/2020
CUST001347,Joseph Wilson,22,EMPLOYED,3.08,44581.46,Mortgage,Philadelphia,PA,2016-06-24
CUST001348,Kiran Rodriguez,51,Employed,4.65,41100.31,Mortgage,Philadelphia,PA,2019-02-26
CUST001349,Karen Rao,23,Self-Employed,14.11,20726.45,Rent,Las Vegas,NV,03/09/2016
CUST001350,Vikram Lopez,37,Employed,6.68,60580.45,Own,San Antonio,TX,21/09/2018
CUST001351,Sneha Mehta,25,Employed,0.75,58008.62,Rent,Boston,MA,05/08/2016
CUST001352,Vikram Sharma,22,Employed,17.35,88617.74,Rent,Dallas,TX,2018-10-05
CUST001353,Pooja Rodriguez,46,Retired,0.0,62401.44,Rent,Sacramento,CA,2015-12-21
CUST001354,Barbara Rao,49,self-employed,2.31,55294.99,Rent,Houston,TX,2019-03-19
CUST001355,Anil Brown,33,Employed,0.69,121321.63,Rent,Raleigh,NC,2016-12-23
CUST001356,Linda Rodriguez,22,Employed,13.55,27242.12,RENT,Sacramento,California,2019-01-02
CUST001357,Kiran Sharma,33,Employed,4.41,82605.66,Own,Sacramento,CA,2018-12-29
CUST001358,Joseph Shah,44,Unemployed,0.0,21967.33,Rent,El Paso,TX,2015-07-12
CUST001359,William Smith,22,Employed,0.95,36206.1,OWN,San Diego,CA,2017-05-01
CUST001360,Michael Reddy,42,Employed,3.95,28923.39,Own,Portland,OR,2020-12-29
CUST001361,Patricia Williams,39,Self-Employed,0.58,95718.37,Rent,Washington,DC,2015-04-06
CUST001362,Kiran Mehta,46,Self-Employed,3.71,,Own,Las Vegas,NV,2021-11-08
CUST001363,Mary Garcia,41,Employed,11.03,59391.0,Rent,Houston,TX,2016-07-31
CUST001364,Anjali Gupta,28,Employed,0.58,30821.27,rent,Denver,CO,2016-07-30
CUST001365,Priya Jones,54,Employed,1.57,50020.29,Own,Omaha,NE,01/10/2017
CUST001366,Lisa Gupta,38,Employed,5.73,37870.24,own,Nashville,Tennessee,2019-06-06
CUST001367,Michael Rao,39,Employed,0.4,75363.1,Mortgage,Washington,DC,2019-11-26
CUST001368,John Mehta,28,Retired,0.0,33035.74,Rent,San Antonio,Texas,2020-09-17
CUST001369,Amit Rao,34,Employed,2.03,132969.71,Rent,Cleveland,OH,2020-06-05
CUST001370,Kiran Anderson,29,Self-Employed,9.11,21908.98,Own,Minneapolis,MN,15/10/2015
CUST001371,Richard Martinez,37,Employed,0.25,36904.48,Rent,Columbus,OH,2016-11-24
CUST001372,Kiran Sharma,60,Employed,9.95,163786.71,Mortgage,San Jose,CA,07/12/2020
CUST001373,Pooja Rodriguez,23,Unemployed,0.0,46116.07,Mortgage,Atlanta,GA,2015-05-10
CUST001374,Arjun Singh,22,Self-Employed,1.76,27202.74,Own,Charlotte,NC,2021-05-31
CUST001375,Mary Rao,57,Retired,0.0,68284.83,MORTGAGE,San Antonio,TX,2017-04-23
CUST001376,Robert Wilson,37,Employed,15.0,,mortgage,Washington,DC,2016-08-12
CUST001377,Linda Gonzalez,31,Employed,4.04,36260.27,Mortgage,Sacramento,California,2016-09-06
CUST001378,Deepa Hernandez,52,Employed,2.11,31022.79,Rent,Boston,MA,2016-05-02
CUST001379,Anjali Anderson,32,Employed,0.23,315219.39,Mortgage,San Diego,CA,2016-11-07
CUST001380,Anil Johnson,61,Employed,0.91,51486.19,Mortgage,Seattle,WA,2020-06-13
CUST001381,Robert Garcia,48,Unemployed,0.0,18857.38,Mortgage,Cleveland,OH,2017-02-05
CUST001382,Lisa Nair,34,Employed,3.6,146711.87,Own,Charlotte,NC,2015-02-14
CUST001383,David Sharma,65,Retired,0.0,86391.32,Mortgage,Las Vegas,NV,2018-04-18
CUST001384,Ramesh Jones,32,Employed,9.0,37802.11,Mortgage,Sacramento,CA,2016-12-28
CUST001385,Lisa Nair,48,Self-Employed,2.53,34205.05,own,Arlington,TX,07/03/2018
CUST001386,Anjali Sharma,43,Employed,0.53,89687.23,Mortgage,Arlington,TX,2018-05-10
CUST001387,Linda Patel,55,Employed,7.84,51629.53,Rent,Sacramento,CA,2015-11-15
CUST001388,Kiran Mehta,58,Unemployed,0.0,18852.74,Mortgage,Los Angeles,CA,2018-04-19
CUST001389,Sneha Sharma,40,Employed,19.51,174965.48,Rent,Omaha,NE,2019-02-16
CUST001390,David Kumar,30,Self-Employed,7.96,46147.85,Mortgage,Seattle,WA,2016-04-01
CUST001391,Patricia Gonzalez,45,employed,2.0,146875.86,RENT,Los Angeles,CA,2017-02-06
CUST001392,Thomas Sharma,31,Unemployed,0.0,128934.65,Mortgage,Jacksonville,FL,07/11/2018
CUST001393,Anjali Gupta,64,Self-Employed,1.34,32839.73,Rent,Seattle,Washington,2017-09-24
CUST001394,Neha Rao,41,Employed,3.59,111292.14,Mortgage,Nashville,TN,2018-02-06
CUST001395,Charles Hernandez,35,Employed,6.2,40503.13,OWN,El Paso,TX,2021-05-13
CUST001396,Patricia Smith,42,Employed,4.74,19535.33,Rent,Washington,DC,2017-11-15
CUST001397,Robert Jones,23,employed,2.09,46408.65,Rent,New York,NY,2015-12-24
